# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 8.0.0
# Generated: 2015-05-17, 03:09:04 GMT
# Checkin: $Revision: 1.32 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Arabic; Armenian: [ه٥ھہە۵ۿ]; [օ]

0647          ; Arab; Armn; L #      (ه)  ARABIC LETTER HEH
043E          ; Cyrl; Sinh; A #      (о)  CYRILLIC SMALL LETTER O
04E9          ; Cyrl; Sinh; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 2

# Cyrillic; Tamil: [оө]; [௦]

043E          ; Cyrl; Taml; A #      (о)  CYRILLIC SMALL LETTER O
04E9          ; Cyrl; Taml; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 2

# Cyrillic; Telugu: [оө]; [ం౦]

043E          ; Cyrl; Telu; A #      (о)  CYRILLIC SMALL LETTER O
04E9          ; Cyrl; Telu; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 2

# Cyrillic; Thai: [оө]; [๐]

043E          ; Cyrl; Thai; A #      (о)  CYRILLIC SMALL LETTER O
04E9          ; Cyrl; Thai; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 2

# Devanagari; Arabic: [०१]; [ه٥٩ھہە۵۹ۿ]

0966..0967    ; Deva; Arab; A #  [2] (०..१)  DEVANAGARI DIGIT ZERO..DEVANAGARI DIGIT ONE

# Total code points: 2

# Devanagari; Armenian: [०]; [օ]

0966          ; Deva; Armn; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Bengali: [ँ़]; [ঁ়]

0901          ; Deva; Beng; A #      (ँ)  DEVANAGARI SIGN CANDRABINDU
093C          ; Deva; Beng; A #      (़)  DEVANAGARI SIGN NUKTA

# Total code points: 2

# Devanagari; Cyrillic: [०]; [оө]

0966          ; Deva; Cyrl; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Georgian: [०]; [ჿ]

0966          ; Deva; Geor; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Greek: [०]; [οσ]

0966          ; Deva; Grek; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Gujarati: [ँ-ः़ऽुू्०२-४८]; [ઁ-ઃ઼ઽુૂ્૦૨-૪૮]

0901..0903    ; Deva; Gujr; A #  [3] (ँ..ः)  DEVANAGARI SIGN CANDRABINDU..DEVANAGARI SIGN VISARGA
093C..093D    ; Deva; Gujr; A #  [2] (़..ऽ)  DEVANAGARI SIGN NUKTA..DEVANAGARI SIGN AVAGRAHA
0941..0942    ; Deva; Gujr; A #  [2] (ु..ू)  DEVANAGARI VOWEL SIGN U..DEVANAGARI VOWEL SIGN UU
094D          ; Deva; Gujr; A #      (्)  DEVANAGARI SIGN VIRAMA
0966          ; Deva; Gujr; A #      (०)  DEVANAGARI DIGIT ZERO
0968..096A    ; Deva; Gujr; A #  [3] (२..४)  DEVANAGARI DIGIT TWO..DEVANAGARI DIGIT FOUR
096E          ; Deva; Gujr; A #      (८)  DEVANAGARI DIGIT EIGHT

# Total code points: 13

# Devanagari; Gurmukhi: [ं़ॆ्०]; [ਂ਼ੋ੍੦]

0902          ; Deva; Guru; A #      (ं)  DEVANAGARI SIGN ANUSVARA
093C          ; Deva; Guru; A #      (़)  DEVANAGARI SIGN NUKTA
0946          ; Deva; Guru; A #      (ॆ)  DEVANAGARI VOWEL SIGN SHORT E
094D          ; Deva; Guru; A #      (्)  DEVANAGARI SIGN VIRAMA
0966          ; Deva; Guru; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 5

# Devanagari; Hebrew: [़०]; [ִס]

093C          ; Deva; Hebr; A #      (़)  DEVANAGARI SIGN NUKTA
0966          ; Deva; Hebr; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 2

# Devanagari; Kannada: [०]; [ಂ೦]

0966          ; Deva; Knda; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Lao: [०]; [໐]

0966          ; Deva; Laoo; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Latin: [०]; [oøơ]

0966          ; Deva; Latn; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Malayalam: [०ॱ]; [ംൎ൦]

0966          ; Deva; Mlym; A #      (०)  DEVANAGARI DIGIT ZERO
0971          ; Deva; Mlym; A #      (ॱ)  DEVANAGARI SIGN HIGH SPACING DOT

# Total code points: 2

# Devanagari; Myanmar: [०]; [ဝ၀]

0966          ; Deva; Mymr; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Oriya: [ँ़]; [ଁ଼]

0901          ; Deva; Orya; A #      (ँ)  DEVANAGARI SIGN CANDRABINDU
093C          ; Deva; Orya; A #      (़)  DEVANAGARI SIGN NUKTA

# Total code points: 2

# Devanagari; Sinhala: [०]; [ං]

0966          ; Deva; Sinh; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Tamil: [ं०]; [்௦]

0902          ; Deva; Taml; A #      (ं)  DEVANAGARI SIGN ANUSVARA
0966          ; Deva; Taml; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 2

# Devanagari; Telugu: [०]; [ం౦]

0966          ; Deva; Telu; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Thai: [०]; [๐]

0966          ; Deva; Thai; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Georgian; Arabic: [ჿ]; [ه٥ھہە۵ۿ]

10FF          ; Geor; Arab; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Armenian: [ჿ]; [օ]

10FF          ; Geor; Armn; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Cyrillic: [ყჿ]; [оуүұө]

10E7          ; Geor; Cyrl; A #      (ყ)  GEORGIAN LETTER QAR
10FF          ; Geor; Cyrl; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 2

# Georgian; Devanagari: [ჿ]; [०]

10FF          ; Geor; Deva; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Greek: [ყჿ]; [γοσ]

10E7          ; Geor; Grek; A #      (ყ)  GEORGIAN LETTER QAR
10FF          ; Geor; Grek; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 2

# Georgian; Gujarati: [ჿ]; [૦]

10FF          ; Geor; Gujr; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Gurmukhi: [ჿ]; [੦]

10FF          ; Geor; Guru; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Hebrew: [ჿ]; [ס]

10FF          ; Geor; Hebr; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Kannada: [ჿ]; [ಂ೦]

10FF          ; Geor; Knda; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Lao: [ჿ]; [໐]

10FF          ; Geor; Laoo; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Latin: [ყჿ]; [oyøơ]

10E7          ; Geor; Latn; A #      (ყ)  GEORGIAN LETTER QAR
10FF          ; Geor; Latn; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 2

# Georgian; Malayalam: [ჿ]; [ം൦]

10FF          ; Geor; Mlym; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Myanmar: [ჿ]; [ဝ၀]

10FF          ; Geor; Mymr; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Sinhala: [ჿ]; [ං]

10FF          ; Geor; Sinh; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Tamil: [ჿ]; [௦]

10FF          ; Geor; Taml; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Telugu: [ჿ]; [ం౦]

10FF          ; Geor; Telu; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Georgian; Thai: [ჿ]; [๐]

10FF          ; Geor; Thai; A #      (ჿ)  GEORGIAN LETTER LABIAL SIGN

# Total code points: 1

# Greek; Arabic: [ΙΛοσ]; [إاه١٥٨ھہە۱۵۸ۿ]

0399          ; Grek; Arab; A #      (Ι)  GREEK CAPITAL LETTER IOTA
039B          ; Grek; Arab; A #      (Λ)  GREEK CAPITAL LETTER LAMDA
03BF          ; Grek; Arab; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Arab; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 4

# Greek; Armenian: [ΘΟΦδηθοπσυ]; [ՓՕծոռսօ]

0398          ; Grek; Armn; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Armn; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A6          ; Grek; Armn; A #      (Φ)  GREEK CAPITAL LETTER PHI
03B4          ; Grek; Armn; A #      (δ)  GREEK SMALL LETTER DELTA
03B7..03B8    ; Grek; Armn; A #  [2] (η..θ)  GREEK SMALL LETTER ETA..GREEK SMALL LETTER THETA
03BF..03C0    ; Grek; Armn; A #  [2] (ο..π)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER PI
03C3          ; Grek; Armn; A #      (σ)  GREEK SMALL LETTER SIGMA
03C5          ; Grek; Armn; A #      (υ)  GREEK SMALL LETTER UPSILON

# Total code points: 10

# Greek; Bengali: [ΘΟθ]; [০]

0398          ; Grek; Beng; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Beng; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Beng; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 3

# Greek; Cyrillic: [Α-ΓΕΗ-ΜΟ-ΡΤ-Χαγεη-κο-ρσ-φ]; [ІАВГЕК-РТФХЮако-рт-фцєіҐҒҚқҞҟҢҬ-ҲӅӇӉӍӏӨөԑ]

0391..0393    ; Grek; Cyrl; A #  [3] (Α..Γ)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER GAMMA
0395          ; Grek; Cyrl; A #      (Ε)  GREEK CAPITAL LETTER EPSILON
0397..039C    ; Grek; Cyrl; A #  [6] (Η..Μ)  GREEK CAPITAL LETTER ETA..GREEK CAPITAL LETTER MU
039F..03A1    ; Grek; Cyrl; A #  [3] (Ο..Ρ)  GREEK CAPITAL LETTER OMICRON..GREEK CAPITAL LETTER RHO
03A4..03A7    ; Grek; Cyrl; A #  [4] (Τ..Χ)  GREEK CAPITAL LETTER TAU..GREEK CAPITAL LETTER CHI
03B1          ; Grek; Cyrl; A #      (α)  GREEK SMALL LETTER ALPHA
03B3          ; Grek; Cyrl; A #      (γ)  GREEK SMALL LETTER GAMMA
03B5          ; Grek; Cyrl; A #      (ε)  GREEK SMALL LETTER EPSILON
03B7..03BA    ; Grek; Cyrl; A #  [4] (η..κ)  GREEK SMALL LETTER ETA..GREEK SMALL LETTER KAPPA
03BF..03C1    ; Grek; Cyrl; A #  [3] (ο..ρ)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER RHO
03C3..03C6    ; Grek; Cyrl; A #  [4] (σ..φ)  GREEK SMALL LETTER SIGMA..GREEK SMALL LETTER PHI

# Total code points: 31

# Greek; Devanagari: [οσ]; [०]

03BF          ; Grek; Deva; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Deva; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Georgian: [γοσ]; [ყჿ]

03B3          ; Grek; Geor; A #      (γ)  GREEK SMALL LETTER GAMMA
03BF          ; Grek; Geor; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Geor; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 3

# Greek; Gujarati: [οσ]; [૦]

03BF          ; Grek; Gujr; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Gujr; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Gurmukhi: [οσ]; [੦]

03BF          ; Grek; Guru; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Guru; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Han: [ΘΟθ]; [〇]

0398          ; Grek; Hani; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Hani; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Hani; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 3

# Greek; Hebrew: [Ινοσ]; [וטיןסױ]

0399          ; Grek; Hebr; A #      (Ι)  GREEK CAPITAL LETTER IOTA
03BD          ; Grek; Hebr; A #      (ν)  GREEK SMALL LETTER NU
03BF          ; Grek; Hebr; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Hebr; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 4

# Greek; Kannada: [οσ]; [ಂ೦]

03BF          ; Grek; Knda; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Knda; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Lao: [οσ]; [໐]

03BF          ; Grek; Laoo; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Laoo; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Latin: [ΑΒΕ-ΚΜΝΟΡΤΥΧα-γεη-κνο-ρσ-υ]; [ABEHIK-PTX-Zaikln-pt-vyØßøĦıĸŁłŦŧƠơǾꞓ]

0391..0392    ; Grek; Latn; A #  [2] (Α..Β)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER BETA
0395..039A    ; Grek; Latn; A #  [6] (Ε..Κ)  GREEK CAPITAL LETTER EPSILON..GREEK CAPITAL LETTER KAPPA
039C..039D    ; Grek; Latn; A #  [2] (Μ..Ν)  GREEK CAPITAL LETTER MU..GREEK CAPITAL LETTER NU
039F          ; Grek; Latn; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A1          ; Grek; Latn; A #      (Ρ)  GREEK CAPITAL LETTER RHO
03A4..03A5    ; Grek; Latn; A #  [2] (Τ..Υ)  GREEK CAPITAL LETTER TAU..GREEK CAPITAL LETTER UPSILON
03A7          ; Grek; Latn; A #      (Χ)  GREEK CAPITAL LETTER CHI
03B1..03B3    ; Grek; Latn; A #  [3] (α..γ)  GREEK SMALL LETTER ALPHA..GREEK SMALL LETTER GAMMA
03B5          ; Grek; Latn; A #      (ε)  GREEK SMALL LETTER EPSILON
03B7..03BA    ; Grek; Latn; A #  [4] (η..κ)  GREEK SMALL LETTER ETA..GREEK SMALL LETTER KAPPA
03BD          ; Grek; Latn; A #      (ν)  GREEK SMALL LETTER NU
03BF..03C1    ; Grek; Latn; A #  [3] (ο..ρ)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER RHO
03C3..03C5    ; Grek; Latn; A #  [3] (σ..υ)  GREEK SMALL LETTER SIGMA..GREEK SMALL LETTER UPSILON

# Total code points: 30

# Greek; Malayalam: [ΘΟθοσ]; [ംഠ൦]

0398          ; Grek; Mlym; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Mlym; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Mlym; A #      (θ)  GREEK SMALL LETTER THETA
03BF          ; Grek; Mlym; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Mlym; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 5

# Greek; Myanmar: [οσ]; [ဝ၀]

03BF          ; Grek; Mymr; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Mymr; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Oriya: [ΘΟθ]; [ଠ୦]

0398          ; Grek; Orya; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Orya; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B8          ; Grek; Orya; A #      (θ)  GREEK SMALL LETTER THETA

# Total code points: 3

# Greek; Sinhala: [οσ]; [ං]

03BF          ; Grek; Sinh; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Sinh; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Tamil: [οσ]; [௦]

03BF          ; Grek; Taml; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Taml; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Telugu: [οσ]; [ం౦]

03BF          ; Grek; Telu; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Telu; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Greek; Thai: [οσ]; [๐]

03BF          ; Grek; Thai; A #      (ο)  GREEK SMALL LETTER OMICRON
03C3          ; Grek; Thai; A #      (σ)  GREEK SMALL LETTER SIGMA

# Total code points: 2

# Gujarati; Arabic: [૦]; [ه٥ھہە۵ۿ]

0AE6          ; Gujr; Arab; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Armenian: [૦]; [օ]

0AE6          ; Gujr; Armn; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Bengali: [ઁ઼]; [ঁ়]

0A81          ; Gujr; Beng; A #      (ઁ)  GUJARATI SIGN CANDRABINDU
0ABC          ; Gujr; Beng; A #      (઼)  GUJARATI SIGN NUKTA

# Total code points: 2

# Gujarati; Cyrillic: [૦]; [оө]

0AE6          ; Gujr; Cyrl; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Devanagari: [ઁ-ઃ઼ઽુૂ્૦૨-૪૮]; [ँ-ः़ऽुू्०२-४८]

0A81..0A83    ; Gujr; Deva; A #  [3] (ઁ..ઃ)  GUJARATI SIGN CANDRABINDU..GUJARATI SIGN VISARGA
0ABC..0ABD    ; Gujr; Deva; A #  [2] (઼..ઽ)  GUJARATI SIGN NUKTA..GUJARATI SIGN AVAGRAHA
0AC1..0AC2    ; Gujr; Deva; A #  [2] (ુ..ૂ)  GUJARATI VOWEL SIGN U..GUJARATI VOWEL SIGN UU
0ACD          ; Gujr; Deva; A #      (્)  GUJARATI SIGN VIRAMA
0AE6          ; Gujr; Deva; A #      (૦)  GUJARATI DIGIT ZERO
0AE8..0AEA    ; Gujr; Deva; A #  [3] (૨..૪)  GUJARATI DIGIT TWO..GUJARATI DIGIT FOUR
0AEE          ; Gujr; Deva; A #      (૮)  GUJARATI DIGIT EIGHT

# Total code points: 13

# Gujarati; Georgian: [૦]; [ჿ]

0AE6          ; Gujr; Geor; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Greek: [૦]; [οσ]

0AE6          ; Gujr; Grek; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Gurmukhi: [ં઼્૦]; [ਂ਼੍੦]

0A82          ; Gujr; Guru; A #      (ં)  GUJARATI SIGN ANUSVARA
0ABC          ; Gujr; Guru; A #      (઼)  GUJARATI SIGN NUKTA
0ACD          ; Gujr; Guru; A #      (્)  GUJARATI SIGN VIRAMA
0AE6          ; Gujr; Guru; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 4

# Gujarati; Hebrew: [઼૦]; [ִס]

0ABC          ; Gujr; Hebr; A #      (઼)  GUJARATI SIGN NUKTA
0AE6          ; Gujr; Hebr; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 2

# Gujarati; Kannada: [૦]; [ಂ೦]

0AE6          ; Gujr; Knda; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Lao: [૦]; [໐]

0AE6          ; Gujr; Laoo; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Latin: [૦]; [oøơ]

0AE6          ; Gujr; Latn; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Malayalam: [૦]; [ം൦]

0AE6          ; Gujr; Mlym; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Myanmar: [૦]; [ဝ၀]

0AE6          ; Gujr; Mymr; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Oriya: [ઁ઼]; [ଁ଼]

0A81          ; Gujr; Orya; A #      (ઁ)  GUJARATI SIGN CANDRABINDU
0ABC          ; Gujr; Orya; A #      (઼)  GUJARATI SIGN NUKTA

# Total code points: 2

# Gujarati; Sinhala: [૦]; [ං]

0AE6          ; Gujr; Sinh; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Tamil: [ં૦]; [்௦]

0A82          ; Gujr; Taml; A #      (ં)  GUJARATI SIGN ANUSVARA
0AE6          ; Gujr; Taml; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 2

# Gujarati; Telugu: [૦]; [ం౦]

0AE6          ; Gujr; Telu; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Thai: [૦]; [๐]

0AE6          ; Gujr; Thai; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Arabic: [੦]; [ه٥ھہە۵ۿ]

0A66          ; Guru; Arab; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Armenian: [੦]; [օ]

0A66          ; Guru; Armn; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Bengali: [ਃ਼੧੪]; [ঃ়৪৭]

0A03          ; Guru; Beng; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A3C          ; Guru; Beng; A #      (਼)  GURMUKHI SIGN NUKTA
0A67          ; Guru; Beng; A #      (੧)  GURMUKHI DIGIT ONE
0A6A          ; Guru; Beng; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 4

# Gurmukhi; Cyrillic: [੦]; [оө]

0A66          ; Guru; Cyrl; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Devanagari: [ਂ਼ੋ੍੦]; [ं़ॆ्०]

0A02          ; Guru; Deva; A #      (ਂ)  GURMUKHI SIGN BINDI
0A3C          ; Guru; Deva; A #      (਼)  GURMUKHI SIGN NUKTA
0A4B          ; Guru; Deva; A #      (ੋ)  GURMUKHI VOWEL SIGN OO
0A4D          ; Guru; Deva; A #      (੍)  GURMUKHI SIGN VIRAMA
0A66          ; Guru; Deva; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 5

# Gurmukhi; Georgian: [੦]; [ჿ]

0A66          ; Guru; Geor; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Greek: [੦]; [οσ]

0A66          ; Guru; Grek; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Gujarati: [ਂ਼੍੦]; [ં઼્૦]

0A02          ; Guru; Gujr; A #      (ਂ)  GURMUKHI SIGN BINDI
0A3C          ; Guru; Gujr; A #      (਼)  GURMUKHI SIGN NUKTA
0A4D          ; Guru; Gujr; A #      (੍)  GURMUKHI SIGN VIRAMA
0A66          ; Guru; Gujr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 4

# Gurmukhi; Hebrew: [਼੦]; [ִס]

0A3C          ; Guru; Hebr; A #      (਼)  GURMUKHI SIGN NUKTA
0A66          ; Guru; Hebr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Kannada: [ਃ੦]; [ಂಃ೦]

0A03          ; Guru; Knda; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Knda; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Lao: [੦]; [໐]

0A66          ; Guru; Laoo; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Latin: [੦]; [oøơ]

0A66          ; Guru; Latn; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Malayalam: [ਃ੦]; [ംഃ൦]

0A03          ; Guru; Mlym; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Mlym; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Myanmar: [ਃ੦]; [ဝး၀]

0A03          ; Guru; Mymr; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Mymr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Oriya: [਼੧੪]; [ଃ଼୨]

0A3C          ; Guru; Orya; A #      (਼)  GURMUKHI SIGN NUKTA
0A67          ; Guru; Orya; A #      (੧)  GURMUKHI DIGIT ONE
0A6A          ; Guru; Orya; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 3

# Gurmukhi; Sinhala: [ਃ੦]; [ංඃ]

0A03          ; Guru; Sinh; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Sinh; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Tamil: [ਂ੦]; [்௦]

0A02          ; Guru; Taml; A #      (ਂ)  GURMUKHI SIGN BINDI
0A66          ; Guru; Taml; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Telugu: [ਃ੦]; [ంః౦]

0A03          ; Guru; Telu; A #      (ਃ)  GURMUKHI SIGN VISARGA
0A66          ; Guru; Telu; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 2

# Gurmukhi; Thai: [੦]; [๐]

0A66          ; Guru; Thai; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Han; Armenian: [〇]; [Օ]

3007          ; Hani; Armn; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Bengali: [〇]; [০]

3007          ; Hani; Beng; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Cyrillic: [〇]; [ОӨ]

3007          ; Hani; Cyrl; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Greek: [〇]; [ΘΟθ]

3007          ; Hani; Grek; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Latin: [〇]; [OØƠǾ]

3007          ; Hani; Latn; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Malayalam: [〇]; [ഠ]

3007          ; Hani; Mlym; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

